address,price,extPrice,area,room,toilet,hDirection,bDirection
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,82 m²,,,Sổ đỏ/ Sổ hồng.,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,71 m²,2 phòng,Cơ bản,Đông,2 phòng
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ",~25 triệu/m²,72 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,5 m²",Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",24 tỷ,~80 triệu/m²,300 m²,3 tầng,5 phòng,25 m,36 m
"Dự án Marina Complex, Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Thỏa thuận,,120 m²,,,Sổ đỏ/ Sổ hồng,Đầy đủ
"Đường Nguyễn Đức Trung, Phường Xuân Hà, Thanh Khê, Đà Nẵng","19,7 tỷ","~148,12 triệu/m²",133 m²,4 phòng,5 phòng,10 m,3 tầng
"Đường Lý Tự Trọng, Phường Thanh Bình, Hải Châu, Đà Nẵng",13 tỷ,"~151,87 triệu/m²","85,6 m²",,,,
"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","8,5 tỷ","~163,46 triệu/m²",52 m²,4 phòng,,4 tầng,4 phòng
"Dự án FPT City Đà Nẵng, Đường Võ Qúy Huân, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",20 triệu/m²,"~1,5 tỷ",75 m²,2 phòng,Sổ đỏ/ Sổ hồng,Đông,3 phòng
"Đường Nại Hiên Đông 11, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","3,9 tỷ","~33,05 triệu/m²",118 m²,,,5 m,5.5 m
"Dự án Regal Pavillon Đà Nẵng, Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,,,,,,
"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,,,,,,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,7 tỷ",~25 triệu/m²,68 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án Vinpearl Premium Đà Nẵng, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",30 triệu/m²,"~12,81 tỷ",427 m²,Nam,Bắc,15 m,20.5 m
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","26,5 triệu/m²","~1,86 tỷ","70,25 m²",2 phòng,2 phòng,Đông - Bắc,Đông - Nam
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,427 m²,Nam,Nam,15 m,15 m
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,15 tỷ","~19,86 triệu/m²","57,9 m²",Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng
"Dự án FPT City Đà Nẵng, Đường Võ Qúy Huân, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","26,5 triệu/m²","~1,99 tỷ",75 m²,2 phòng,2 phòng,Đông - Nam,Tây - Bắc
"Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,89 tỷ","~25,54 triệu/m²",74 m²,,,2 phòng,Sổ đỏ/ Sổ hồng
"Đường Hồ Sĩ Tân, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","8,4 tỷ","~36,28 triệu/m²","231,5 m²",Đông - Nam,,9.5 m,7.5 m
"Dự án Regal Pavillon Đà Nẵng, Đường Hóa Sơn 10, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","13,5 tỷ","~112,5 triệu/m²",120 m²,4 tầng,5 phòng,7.5 m,Đông - Nam
"Đường La Hối, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","7,5 tỷ","~36,41 triệu/m²",206 m²,Đông - Nam,Sổ đỏ/ Sổ hồng,10 m,7 m
"Đường Thanh Lương 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","3,2 tỷ",~32 triệu/m²,100 m²,Đông - Nam,Sổ hồng chính chủ,5 m,7.5 m
"Đường DH409, Xã Hòa Tiến, Hòa Vang, Đà Nẵng",750 triệu,"~6,52 triệu/m²",115 m²,1 phòng,Sổ đỏ/ Sổ hồng,1 tầng,2 phòng
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","3,95 tỷ","~31,6 triệu/m²",125 m²,Đông - Bắc,Đông - Bắc,5 m,15 m
"Đường La Hối, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","7,5 tỷ","~36,23 triệu/m²",207 m²,,,Đông - Nam,Sổ đỏ/ Sổ hồng.
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nguyễn Lữ, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",29 tỷ,"~107,41 triệu/m²",270 m²,5 phòng,6 phòng,15 m,3 tầng
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","13,5 tỷ","~31,62 triệu/m²",427 m²,3 tầng,3 phòng,15 m,20 m
"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng","5,85 tỷ","~47,56 triệu/m²",123 m²,,,4 tầng,
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","13,5 tỷ","~31,62 triệu/m²",427 m²,3 tầng,3 phòng,15 m,20 m
"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng","5,85 tỷ","~47,56 triệu/m²",123 m²,,,4 tầng,
"Đường Nguyễn Đình Tựu, Phường An Khê, Thanh Khê, Đà Nẵng",22 tỷ,"~81,48 triệu/m²",270 m²,6 tầng,,15 m,10.5 m
"Đường Lý Đạo Thành, Phường Mân Thái, Sơn Trà, Đà Nẵng","5,3 tỷ",~53 triệu/m²,100 m²,2 tầng,3 phòng,5 m,7.5 m
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,1 tỷ","~15,49 triệu/m²",71 m²,Cơ bản,,2 phòng,2 phòng
"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng","5,85 tỷ","~47,56 triệu/m²",123 m²,,,Đông - Bắc,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,78 m²,2 phòng,2 phòng,Đông - Nam,Đông - Nam
"Đường Lê Quang Đạo, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",11 tỷ,"~73,33 triệu/m²",150 m²,Đông,Sổ đỏ/ Sổ hồng,5 m,7.5 m
"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Thanh Khê, Đà Nẵng",,,,,,,
"Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,6 tỷ","~29,54 triệu/m²",88 m²,2 tầng,3 phòng,5.5 m,Bắc
"Dự án FPT City Đà Nẵng, Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,95 tỷ","~21,94 triệu/m²",180 m²,Bắc,Sổ đỏ/ Sổ hồng.,7.5 m,7.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,75 tỷ","~26,96 triệu/m²",102 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",69 tỷ,"~171,13 triệu/m²","403,2 m²",,,,
"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Thanh Khê, Đà Nẵng",,,,,,,
"Đường Lê Đình Lý, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng","9,3 tỷ",~124 triệu/m²,75 m²,,,10 m,3 tầng
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","4,4 tỷ","~41,9 triệu/m²",105 m²,,,,
"Đường Trần Can, Phường An Khê, Thanh Khê, Đà Nẵng","5,6 tỷ","~65,88 triệu/m²",85 m²,,,Tây,
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",25 tỷ,"~80,64 triệu/m²",310 m²,3 tầng,,10 m,Đông - Nam
"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","4,3 tỷ","~57,33 triệu/m²",75 m²,Tây - Bắc,1 tầng,5 m,4 m
"Đường Trần Can, Phường An Khê, Thanh Khê, Đà Nẵng","5,9 tỷ","~69,41 triệu/m²",85 m²,3 tầng,3 phòng,7.5 m,Tây - Nam
"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,86 m²,,,Sổ đỏ/ Sổ hồng.,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,9 tỷ","~25,33 triệu/m²",75 m²,,,Tây,Tây - Nam
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,85 tỷ","~26,43 triệu/m²",70 m²,2 phòng,2 phòng,Tây,Đông
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,350 m²,5 phòng,Sổ đỏ/ Sổ hồng,3 tầng,5 phòng
"Đường Nguyễn Xiển, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",8 tỷ,"~75,76 triệu/m²","105,6 m²",,,Đông,4 phòng
"Dự án Kim Long City, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","3,4 tỷ","~36,56 triệu/m²",93 m²,,,Tây - Nam,
"Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",5 tỷ,"~51,02 triệu/m²",98 m²,Đông - Bắc,3 tầng,7.5 m,7.5 m
"Dự án The 6Nature Đà Nẵng, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","3,4 tỷ","~54,84 triệu/m²",62 m²,Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng
"Đường Huỳnh Văn Gấm, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,242 m²,,,Đông - Bắc,Sổ đỏ/ Sổ hồng
"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,198 m²,Nam,Sổ đỏ/ Sổ hồng.,9.1 m,15 m
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,1.000 m²,,,Đông,
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",27 tỷ,~90 triệu/m²,300 m²,,,,
"Đường Bạch Đằng, Phường Hải Châu I, Hải Châu, Đà Nẵng",Thỏa thuận,,169 m²,,,6.65 m,Đông
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,1.000 m²,,,Đông,
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,1.000 m²,,,Đông,
"Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",Thỏa thuận,,3.000 m²,,,Đông,
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,1.000 m²,,,Đông,
"Đường Ngô Quyền, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","4,5 tỷ","~42,86 triệu/m²",105 m²,2 tầng,4 phòng,4.5 m,4 m
"Dự án Phú Mỹ An, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,300 m²,Đông - Bắc,,15 m,15 m
"Đường Mỹ Đa Đông 8, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","8,9 tỷ","~34,23 triệu/m²",260 m²,4 phòng,,2 tầng,4 phòng
"Đường Ngô Quyền, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","4,5 tỷ","~42,86 triệu/m²",105 m²,2 tầng,4 phòng,4.5 m,4 m
"Dự án Phú Mỹ An, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,300 m²,Đông - Bắc,,15 m,15 m
"Đường Mỹ Đa Đông 8, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","8,9 tỷ","~34,23 triệu/m²",260 m²,4 phòng,,2 tầng,4 phòng
"Đường Nguyễn Gia Thiều, Phường Thạc Gián, Thanh Khê, Đà Nẵng","7,5 tỷ","~83,33 triệu/m²",90 m²,Tây - Nam,Tây - Nam,4.5 m,5.5 m
"Đường Nguyễn Đình Tứ, Phường Hòa An, Cẩm Lệ, Đà Nẵng","2,85 tỷ","~23,17 triệu/m²",123 m²,Đông - Nam,Đông - Nam,5 m,4 m
"Đường Hoàng Văn Thụ, Phường Nam Dương, Hải Châu, Đà Nẵng",17 tỷ,"~135,14 triệu/m²","125,8 m²",Bắc,Bắc,5 m,7 m
"Dự án À La Carte Hotel, Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,93 tỷ","~44,39 triệu/m²",66 m²,2 phòng,2 phòng,Nam,Bắc
"Dự án Phú Mỹ An, Đường Đào Duy Tùng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","11,2 tỷ","~29,87 triệu/m²",375 m²,Đông - Bắc,Đã có sổ đỏ,15 m,30 m
"Dự án Phú Mỹ An, Đường Đào Duy Tùng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","22,5 tỷ",~30 triệu/m²,750 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng.,30 m,35 m
"Dự án Phú Mỹ An, Đường Vũ Văn Cẩn, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","7,2 tỷ","~42,25 triệu/m²","170,4 m²",Tây - Bắc,Sổ đỏ/ Sổ hồng,8.6 m,7.5 m
"Đường Lê Duẩn, Phường Chính Gián, Thanh Khê, Đà Nẵng",28 tỷ,"~270,01 triệu/m²","103,7 m²",Đông - Nam,Đông - Nam,5.3 m,10.5 m
"Dự án Phú Mỹ An, Đường Vũ Văn Cẩn, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,15 tỷ",~28 triệu/m²,"112,5 m²",Đông,Sổ đỏ/ Sổ hồng,5 m,7.5 m
"Dự án À La Carte Hotel, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","5,95 tỷ","~76,58 triệu/m²","77,7 m²",2 phòng,2 phòng,Bắc,Đông
"Dự án À La Carte Hotel, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,3 tỷ","~53,61 triệu/m²","42,9 m²",1 phòng,1 phòng,Bắc,Nam
"Dự án Phú Mỹ An, Đường Vũ Văn Cẩn, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","4,65 tỷ",~31 triệu/m²,150 m²,Tây,Sổ đỏ/ Sổ hồng.,7.5 m,10.5 m
"Dự án À La Carte Hotel, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,25 tỷ","~52,33 triệu/m²",43 m²,1 phòng,1 phòng,Bắc,Đông
"Đường Nguyễn Văn Linh, Phường Chính Gián, Thanh Khê, Đà Nẵng",30 tỷ,"~283,02 triệu/m²",106 m²,Nam,Nam,4.5 m,22 m
"Dự án À La Carte Hotel, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",3 tỷ,"~46,51 triệu/m²","64,5 m²",2 phòng,2 phòng,Bắc,Bắc
"Dự án À La Carte Hotel, Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,65 tỷ","~55,44 triệu/m²","47,8 m²",1 phòng,1 phòng,Nam,Đông
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",110 triệu/m²,"~8,25 tỷ",75 m²,Hợp đồng mua bán,Cơ bản,2 phòng,2 phòng
"Dự án À La Carte Hotel, Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,65 tỷ","~55,44 triệu/m²","47,8 m²",1 phòng,1 phòng,Nam,Đông
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",110 triệu/m²,"~8,25 tỷ",75 m²,Hợp đồng mua bán,Cơ bản,2 phòng,2 phòng
"Dự án Phú Mỹ An, Đường Vùng Trung 18, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,05 tỷ","~28,69 triệu/m²","106,3 m²",Đông,1 tầng,5 m,7.5 m
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,70 m²,,,Cơ bản,
"Dự án HomeLand Central Park, Đường Số 5, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","2,18 tỷ","~18,55 triệu/m²","117,5 m²",Đông - Bắc,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",12 tỷ,"~88,89 triệu/m²",135 m²,Tây,Tây,5.5 m,10.5 m
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",Thỏa thuận,,269 m²,Hợp đồng mua bán,Cơ bản,4 phòng,4 phòng
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","1,7 tỷ","~79,07 triệu/m²","21,5 m²",1 phòng,2 phòng,Đông,1 tầng
"Đường Ngô Nhâm Tịnh, Phường Hòa An, Cẩm Lệ, Đà Nẵng","2,75 tỷ","~30,56 triệu/m²",90 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",101 triệu/m²,"~4,83 tỷ","47,8 m²",Hợp đồng mua bán,Cơ bản,1 phòng,1 phòng
"Dự án Mường Thanh Sơn Trà, Quận Sơn Trà, Đà Nẵng","1,69 tỷ","~33,8 triệu/m²",50 m²,Đầy đủ,,1 phòng,1 phòng
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","2,3 tỷ","~70,12 triệu/m²","32,8 m²",2 phòng,2 phòng,2.5 m,2 tầng
"Dự án Phú Mỹ An, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",6 tỷ,~40 triệu/m²,150 m²,Nam,Sổ đỏ/ Sổ hồng,7.5 m,15 m
"Đường Trần Bích San, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","7,9 tỷ","~33,62 triệu/m²",235 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,10 m,5.5 m
"Đường An Thượng 34, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","17,5 tỷ","~112,18 triệu/m²",156 m²,Bắc,,9 m,5.5 m
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","34,5 tỷ","~131,23 triệu/m²","262,9 m²",Sổ đỏ/sổ hồng,Thiết bị cao cấp,8.84 m,2 tầng
"Dự án FPT City Đà Nẵng, Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","7,8 tỷ","~21,67 triệu/m²",360 m²,Sổ đỏ/ Sổ hồng,,15 m,8 m
"Dự án Phú Mỹ An, Đường Vùng Trung 16, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,05 tỷ","~30,5 triệu/m²",100 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Lê Thước, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","9,5 tỷ","~105,56 triệu/m²",90 m²,3 tầng,4 phòng,5 m,5.5 m
"Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,87 tỷ","~18,7 triệu/m²",100 m²,Đông - Nam,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,324 m²,Sổ chính chủ. Pháp lý đầy đủ nhận cọc.,,18 m,Tây - Bắc
"Dự án Phú Mỹ An, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,300 m²,Đông,Sổ đỏ/ Sổ hồng.,15 m,15 m
"Đường Ngô Thì Hiệu, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","4,45 tỷ","~44,5 triệu/m²",100 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng,5 m,10.5 m
"Đường Nại Hiên Đông 5, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","3,1 tỷ","~43,06 triệu/m²",72 m²,1 phòng,Sổ đỏ/ Sổ hồng,1 tầng,2 phòng
"Đường Nguyễn Văn Bổng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,85 tỷ","~18,5 triệu/m²",100 m²,,,,
"Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,87 tỷ","~19,68 triệu/m²",95 m²,Đông - Nam,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",9 tỷ,~90 triệu/m²,100 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Tùng Thiện Vương, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","3,9 tỷ","~41,05 triệu/m²",95 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"727,5 m²",Đông - Nam,Sổ đỏ,16.5 m,30 m
"Đường Đỗ Bá, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,180 m²,Tây - Bắc,,9 m,10.5 m
"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,300 m²,,,12 m,13.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ","~26,47 triệu/m²",68 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án The 6Nature Đà Nẵng, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,"82,5 m²",2 phòng,2 phòng,Đông,Đông
"Dự án Premier Village, Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",55 tỷ,"~122,22 triệu/m²",450 m²,4 phòng,Sổ đỏ/ Sổ hồng.,2 tầng,4 phòng
"Dự án Premier Village, Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",52 tỷ,"~115,56 triệu/m²",450 m²,5 phòng,Sổ đỏ/ Sổ hồng,2 tầng,4 phòng
"Dự án Premier Village, Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",55 tỷ,"~122,22 triệu/m²",450 m²,4 phòng,4 phòng,Đông,2 tầng
"Đường Nguyễn Đình Hoàn, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Thỏa thuận,,225 m²,,,Đông - Nam,Sổ đỏ/ Sổ hồng
"Đường Tân Thuận, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,80 m²,Sổ đỏ/ Sổ hồng.,,5.5 m,Đông - Nam
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","5,3 tỷ",~53 triệu/m²,100 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Bạch Đằng, Phường Hải Châu I, Hải Châu, Đà Nẵng","28,5 tỷ","~259,09 triệu/m²",110 m²,,,,
"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","3,95 tỷ","~27,24 triệu/m²",145 m²,Đông,Đông,5.8 m,3 m
"Đường An Thượng 34, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"157,3 m²",Sổ hồng,,9 m,Bắc
"Dự án Regal Pavillon Đà Nẵng, Đường Trần Đăng Ninh, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,412 m²,Đông - Bắc,Đông - Bắc,6 m,20.5 m
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Thỏa thuận,,60 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,2 phòng
"Đường Phạm Hùng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","5,65 tỷ","~56,5 triệu/m²",100 m²,,,5 m,
"Dự án Regal Pavillon Đà Nẵng, Đường Hóa Sơn 10, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16 tỷ,"~133,33 triệu/m²",120 m²,,,6 m,Sổ đỏ/ Sổ hồng
"Dự án Habour Ville, Đường Nguyễn Đình Hoàn, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","8,2 tỷ","~36,44 triệu/m²",225 m²,,,10.5 m,
"Đường Trung Lương 17, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","4,05 tỷ","~40,5 triệu/m²",100 m²,,,Tây - Bắc,Sổ đỏ/ Sổ hồng
"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","12,95 tỷ","~152,17 triệu/m²","85,1 m²",,,,
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",21 tỷ,"~60,87 triệu/m²",345 m²,3 tầng,5 phòng,15 m,30 m
"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","9,5 tỷ",~95 triệu/m²,100 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,5 m,47 m
"Dự án Euro Village 2, Đường Chế Viết Tấn, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng.","11,5 tỷ",~46 triệu/m²,250 m²,,,Tây - Bắc,Sổ đỏ/ Sổ hồng
"Đường 29/3, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","14,8 tỷ","~59,2 triệu/m²",250 m²,,,Đông - Nam,Sổ đỏ/ Sổ hồng.
